test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,30864.20,0.315,0.591,0.751,17.503
SET,33500.84,0.296,0.511,0.735,6.231
GET,35523.98,0.273,0.367,0.455,1.543
INCR,35714.29,0.274,0.359,0.423,4.399
